sign,filename
1,89facf4b-f203-4bdb-9ea1-541a9c5d43f9
1,de79326b-1039-40ff-9336-f67c60bef96d
0,117de122-6621-4d56-8e17-4b143478439b
0,20e8857c-8c16-485d-889d-39853bf40e7c
1,6b24f0d6-e891-46db-8a5b-b97ec49d7c0c
0,dc9996ac-179e-4107-b756-2f092faf9648
1,117d690b-3c4a-416b-b56a-e5d48417dbec
1,32f57a73-c52a-4505-b068-d2c70feba445
0,84867e57-009d-4a8f-8fd4-af4abf006dc9
0,eab9d381-215e-49ea-98c9-bd029c753db5
1,1513181a-5bbe-43be-b016-792b974b08e2
1,4a73814b-dd7c-48b5-b201-e0690e2e0f14
0,4d612be5-6964-45ea-bd3b-26d03df10fb5
0,916ac03d-fc04-436f-9fa8-c7d3ee8f97fd
1,f4528b42-18c0-459b-be04-d3fa08a60ff1
1,89a233b3-4dc0-4900-86d4-d97635585071
0,123e9d28-00fc-4511-8220-c1e0be47c254
0,9f49f474-8cc5-4144-bd8e-2f0fe55542a9
1,0123667b-b7ad-424d-8e93-45c288e4f2ac
0,f395e9b5-3385-4252-9dec-650049fae2c9
0,c7722ef9-7d75-49d7-b2c7-7cfce5abf295
1,9fd42f95-373d-4256-8136-1c930deddb15
0,ed8ef34a-257e-4244-ba47-5354abeeb52f
1,419c56c1-db8e-4191-8ae5-0cf386da3feb
0,046348fa-ef16-4646-aaad-a081c7f3ed0e
0,abdc99c6-02bf-4d76-b7d5-4fbbe7b9e452
0,6abf4949-8f01-48ea-a012-d111ca8d8df6
0,064a7b15-78b5-43a9-9d34-67ff88303e9b
0,0764e9c7-4dc2-4a02-bb5f-956a7efe9cfb
1,e8e929fb-5a29-486c-83c4-913f3276b429
0,8e2ca962-03f4-4d3c-97f0-cf1dce0e671f
0,5b5a7d34-e59d-4922-92f0-59d1cf10ddea
1,4ae4ddb7-1080-4f52-9ebb-87123e45fd63
1,80a8651d-0fe4-45aa-b3b0-f55d169caa76
0,b6891b35-86d0-4551-95c7-783513a97216
0,dc2c8df4-2a0d-4a17-80b5-f51e5be80583
0,21f56fee-9fd1-4cc9-9d38-54518d698ab9
0,7acdc5bb-8041-4488-9eb6-4261cb89654f
1,f832018a-b986-4a0c-b1b6-085040c4f756
1,8f9530f0-e591-466f-b3e0-9ea56e64fbbf
0,96b501e8-574b-4608-9b4f-652c4ac8fa08
0,6927cb7f-fd02-4ae6-976e-279bbfc5e36a
1,eb42a156-d6b3-46db-9f92-b2a788ce7b1e
0,05581a84-74a8-44f6-becd-eeb6462d7460
0,84a265d4-30db-41db-a744-038187dd17d5
0,6f8c3805-4329-4a53-a613-3ce0b870c893
1,30d7e7cd-aca2-47c4-8eb5-9ed8f6519c4d
0,dcb74738-d38a-43f8-85a3-227d30092058
0,1ca2d039-d7ca-4413-b344-927a9d56be6e
0,bb77b44f-064e-45d4-8eaf-f55f836e9394
0,1ac2c959-d75b-4dd9-baec-2bac4f8dfb90
0,365c00e8-b17e-4221-96c3-afa43c1070e9
0,c1ff2d69-d208-4cbe-93cc-979fc8986cec
0,44aae1d3-8c53-45f1-99df-41fa3a2628af
0,f3b45818-1f52-483a-b0ab-f6f4745c3cf8
0,11fc28bb-2473-4244-8d92-fe366a244179
0,a0123ed7-bfdd-4971-a1af-4e37c6590a24
0,564139c1-c46d-490b-9acd-acc05fa20099
0,e9ed9a53-70e4-44ca-b49b-d1875d161972
0,30ece1da-072b-45b8-be7e-bf738819e786
0,684cda0a-e240-450c-b711-17f90ad83f47
0,e44e49b3-5ddb-4acf-a7fc-f92900f4f518
0,9f42f4d0-6367-416e-b8cf-375f6fd9e2f8
0,c513c8c7-e5f9-4b3b-96ee-b0b5ce7e9149
1,f9860b99-71da-42cb-affb-466fe20c7d37
0,4b9e4faf-9f6f-488d-9d5e-3152fc3bebee
0,8e0750b7-8795-4a21-ba3e-be0fd604ded4
1,869c053c-a2bf-4a6c-9e81-d55f9e1c8872
0,e269bd13-09ee-441f-93cc-df75cedfc203
0,ff8633c2-d14d-45f5-abe6-5badf2457c17
1,7a558dc3-7336-46d7-bcb1-f742c8b9d3fb
0,b5655505-b1b6-4776-8db1-5b84e7c088b5
0,b4bd7581-2cf1-4287-a165-df5687d73abb
1,94ab1f77-8140-4e5b-a80a-a18f35546098
0,0fc911f8-d50b-40c0-938a-22a09418335b
0,97f76cda-4393-4f0c-9017-07a10d99c0dc
0,b8455990-9e21-44a1-bdeb-591c38dab6c3
1,d0ed90d6-d359-4a99-94d5-c5f95bdb7489
0,d46bedb4-8b63-43c3-bc80-97945d910756
0,63da186f-ccf8-4a94-bd24-85c8b65886d2
0,8b9cd2f7-6dc1-4daa-8ec3-2e4e6373ac2a
1,2a2e2ff4-5a17-45ff-8f11-1edfaf2b5eea
0,c462763c-1e20-4d5b-83ba-b0986a70ec1d
0,44d33b48-2e39-4ee1-8320-93aac11e8b35
1,714f3aa9-0dd7-478a-b3a9-30cc741d81a8
0,520d79fb-ba5a-4f4f-a4b2-9d586826d4b9
1,0ae2d996-fbdb-4e0e-85c8-709fc75b98d4
0,008a8e0b-1739-47cc-a750-5a0e3636b703
0,4811a69b-e50c-4862-8a86-28891f780f5d
0,fa2bb07c-3eb1-4558-a20d-ce5fd8d9c159
0,692257f0-8cdb-4098-bdb6-21df19539f70
1,f956ba0d-8496-451d-aeea-58f29f4e3cf3
1,f45de0fc-47a3-42c7-949f-ac9ff5e3857a
0,fee62d13-63cd-42e6-9185-e6dc4b1221da
0,3274894a-73fc-402a-8601-49d1b452dd2c
1,b6af010d-0df4-49d1-b412-07e4b86551fa
0,f69ec1db-7cc3-4a73-b8d6-ae3e35102374
0,10dbbe96-823d-4d04-a954-b13c47c5d2ea
0,23644e58-9b60-4b56-8831-c1c04ae2be5f
1,7884a53f-802e-4382-87fe-cd892c1a452e
0,3e825abc-9c1c-4090-84ad-086c7836842f
0,e68a5fbb-0ef2-4eb7-9077-9a6efdb193dd
0,a65296c7-6a27-4be2-990b-305c4a8b23d8
1,c583aeea-d80d-4f55-912b-69b3d4c9e198
0,61e2dc7c-4173-41e5-aaea-94e5e454e6c7
0,17d060d8-496b-4e77-bffb-2150eef3dc21
0,2fecce03-10cc-480f-83dd-0093ebdcf63d
0,dd2c7188-8f82-46f3-8437-a47beabd205f
0,d13c6333-1b74-45c1-aff7-f1773db61b6f
0,8a3513f7-c75f-43d6-bef6-5088af5d9022
0,c6d4e988-d9fa-48e9-9a72-5680905cb127
0,2639466b-a396-4c49-ab20-ccc51b14cf77
0,9254959f-e2c4-4c51-9173-f16181a27248
0,c1a63e5b-421c-4baf-90ad-d136b974bf82
0,c474ad77-e15f-485e-b966-6338451aa155
0,e2d2dc4a-6385-49a3-9047-28fcef4d15d6
0,e73bba68-eb65-4c5c-a940-fe4ff39b1468
0,bc76a5dc-e65c-4b6a-a7cc-1b64f27e9c62
1,907adf9c-54ee-497f-9224-c47ecf9483a7
0,12951c11-0f84-4e6d-ba1d-0ee939766ebe
1,2d69ace6-8b5f-48a1-aabd-e0550497419e
0,e5776413-7c17-4883-abc9-f271f299dfa5
0,4cfda7ed-76ff-4cf4-add2-85c7b446dd1f
0,2bd35f7e-48e7-4102-bfa9-3473e310cc0d
1,dbe71e63-bd0d-4b0f-8840-d7bb57f1e460
0,b9731e28-1aa6-4164-a52f-b2ba6311a0c9
0,586b5f47-e278-491f-b0e4-de983522acc6
1,6f9d0716-836e-407d-b933-30de2f718fed
0,f6463748-701e-444f-859a-1036e5664c16
0,020b192f-260b-4901-9a3b-22d72e48a8df
0,742b424a-520d-44de-8652-fbfc27c03b1f
1,9c85c9b4-1b2c-405f-9cac-1022d79d5fb3
1,ded66172-23fc-4270-b3bd-b9770252b5dd
0,fc2c0ad3-82a3-408e-abbe-d5e8cf6e93a8
0,2e828c7c-1cbe-47d9-a82c-70b92e38560c
1,2652e9bd-51a3-427a-95a5-85cbdeda355e
0,fdaf84fe-17b6-48e7-9eb4-425ca599adcc
0,02d33ad3-6e83-4f9f-86e2-096e29c3e330
0,96d6199c-634e-43f0-9bd3-d53167efa110
1,8d3495e1-77af-4552-a9ab-09428cd34419
0,ef2afbd7-6c18-424c-b6f9-9af7ba4fdf87
0,31fe3af8-7657-45fe-9043-e316c7a331a7
0,85fa26c1-312e-427a-ac7c-34bf21ef90dc
1,60e943e3-37b7-4172-b747-aee5787e8353
1,8cbd83be-187e-4e74-839d-2fa5e2e37789
0,59bc1798-c52d-49d4-b6b8-032635c3ffca
0,2551c437-f92a-4f6d-b8dc-011f57464da9
0,dd41713b-0484-4ae7-a8ec-75d137f38e76
0,86f4d373-c657-445d-a053-3d3624eaef29
0,ba78dd67-9786-48d6-ae1e-8c58bbc29f43
0,eea931b6-43b3-4504-9a95-7f85aeaefc92
0,2ad13e6f-1147-4888-b721-9e4b86327cef
0,6e22b3b0-5f93-4860-9537-316d89f1d352
0,a8469d84-655c-4f89-a65d-5b94503a6d27
1,9e1706eb-aa39-4fc4-8316-64478e18be18
0,cdaf1883-8e30-4fa9-a5b8-231da066bc4d
1,3b10be51-046b-4abc-a03e-2d9300940875
1,cee3efe8-0471-4308-aeb8-14e41a80737a
1,ea1f6552-7c6a-457e-8eb0-3bdc04e9492a
1,096c9543-e4fa-4946-82fe-0816a5fa5eaa
0,e89735f7-ceb6-43fd-9277-6ea23869cf27
1,182bbe81-8ecc-4992-b676-2037977ac00a
1,cd6b64ae-49b4-4f72-8ded-806d83448b00
0,4356a37e-761b-4243-9625-f9de375c5f54
0,83c30b1b-d0a2-492e-ba4e-5b4de56cf9ea
0,d409034c-446a-460e-9e8c-a4f2a77960f3
1,65a9894b-a668-46fb-a880-5bd59b2dfbcd
1,9070403a-b488-4fe7-b940-453578c8fa55
1,785adc25-2fd0-47fb-b3fa-28ba84b23a2e
0,f8f89edd-c963-4310-84c7-377ec6faba40
0,8acecaa5-fb5a-4949-adfb-a66b059d99e7
0,a25a2613-6a96-4727-b4c8-8c388503f729
1,478a3cb2-53d1-4d65-9f20-3fe594f69df5
1,75e4ffef-9313-4776-a88f-d1170f03e14d
0,8d338284-fee4-451e-88bc-c6867c775342
0,3f79a10d-a3f5-417c-9fe7-aea97a29ff21
0,b1fccdb9-19e9-4b68-9733-a872dd6ffc7a
1,5132f14d-a89f-40fc-9357-3a0572774588
0,8708147f-1273-44ee-af88-d95e5a9be1a7
0,5a8ff18f-e67f-4521-b51e-ee5883910efd
1,eee7d2d7-f8d3-4c90-8ddf-c9f527857b8d
0,cf93db54-4f5d-42ac-8ce0-3dec82cdec13
1,ecb31f88-b9b3-4e00-ac10-126ce56821f2
1,c0f6fe85-2995-4d5e-bb90-feb78492675f
0,2e9354a0-5b1c-4cf8-b7d5-6915ba8c32d9
0,599bfd44-4eb8-431e-972e-940cd6428b18
0,115dc2f3-0b06-45e1-a9bc-a8b843cb535b
0,8581383e-c8c3-4179-8371-8d861e58c883
0,e2d6c664-fb2b-4348-a990-3dbadbb4c496
0,69754ea9-69a6-42ac-a363-ef73b68290a0
0,431fb799-d374-48fc-a099-33f16324c0fa
0,e9c260a7-3c0b-4613-b3f1-51f1292d694c
0,991bd032-ec25-4294-9ec3-abd516791002
0,c9a0484a-58cb-4534-a83c-dc0fb8a77358
0,a3948bf7-c36f-4da5-b5b5-7bd13ec90ed0
0,3a23f11a-e072-4f00-a070-a10f23c02226
1,0eefc84e-57d9-4628-bbab-d53d72bfe6e2
0,a6720773-687f-498c-893b-d7937da10926
0,e9b0749f-5c13-4e8a-8a6e-d937a9f5636c
1,c34ebd10-7e10-4424-bc32-a1088912756f
0,52622715-cb1b-42ea-81fa-09e611160784
1,661bb28f-8f2e-4d5b-874a-a099f30eaa46
0,d5ada4a2-433a-4824-b1f7-d2cd3cd50ab2
1,1d7c5aec-a271-4986-923b-20ba64141714
0,9dca68f6-a1cc-4b79-b2cb-11263c9e8afe
0,cd69bbd9-9508-41c4-83c6-514de0759bb7
0,827947d5-6039-4a75-8006-eb3d86185b54
0,26b912d0-b622-4381-b331-074eccd8052c
0,424e7f8e-6029-4dca-bd8a-817110ad76d5
0,9a721792-639a-427d-bc67-59d71d5f4908
0,080c5c54-fa61-45a6-b3f9-0cd5f9896313
0,6d1919e2-e5f7-453d-9744-a25facfe9124
1,79810741-1240-449b-ad8b-279de61e5b56
0,b9863bfe-e758-4ad5-a8ef-4c807198c9fb
1,ec8eab75-113c-4c88-a510-a70a90b4f5f9
0,37a54d3a-95c9-4bd7-9182-a4d9245bf305
0,ac3839bd-ea8f-4fa9-8bc6-df83e92a884b
0,8e67779f-235c-43a3-b9fa-5730201ec0b9
0,cfa8221c-f41f-46e1-9880-1b32c722ef17
1,2430f52d-8764-4618-9308-16ab0cf069f1
1,68ad3800-dfde-47dd-87cc-ea510a030e90
0,5a889bee-4649-4f94-b24d-5fe5d1d2d488
0,52a86b88-0ed7-4a60-958f-a729ff7da8b1
0,4f82c8cf-2cde-45e1-894a-509c98d02a60
0,a4054e9a-c31e-443e-9e8c-e05589f56930
0,31c425d7-d431-4d33-b8aa-3f5c1bbc2896
0,f2f2b91f-2bd9-418c-823c-0993e89d55eb
0,4727d659-0439-4acd-bd14-684914cb85b2
0,05156a20-4fa0-4a40-bd58-b9c0d4aa44c4
0,bc267e34-a97a-4296-83ec-33fbca19217c
1,f90d0d26-d644-40d0-988f-1cd25f940002
1,daca8e7f-0659-4723-9881-48877fb9270a
1,8f4b1c16-6574-4752-8093-d2f1a84202e9
0,91d8a253-ecb7-440c-8a26-c947539dd620
0,10da769f-fc75-4851-aac0-0dc77c90efff
0,62490288-eb62-4d6e-beda-28a328f11073
0,94af6c9d-d15e-4474-8f9a-826d77f7d9bc
0,5c37a6c9-22ca-484e-8aac-e65d387c20c5
1,daa0e2b2-67e0-4518-b199-e1cff8cdf953
1,a0b2a16d-e990-48b5-8ad3-4707275a4131
1,5080b4b0-f1a0-4f5a-9ecf-3fcf1ad53549
0,615c0d4a-7571-4ec5-8ccc-47210537dc6c
0,c4c932b4-61a0-42e9-8c54-00d5f9d4627e
1,72d95898-2f6a-4f49-a194-21ad2926a28c
0,8c0738c1-613f-4996-816b-7999fc50a86e
0,937c0a41-f8fa-4fcf-ade5-fb0957118414
0,59bfe73d-2902-4f77-8371-bdfff08cab25
0,ab4cf2aa-b630-4a5d-b04c-b000c08db22c
1,cc86e176-16e9-4060-885c-2d0e62c564b0
0,8aea8b84-d707-4c95-b9a7-575455132f4f
0,8d5cbaa8-38b3-495d-9955-b8d2cc2fa8b8
0,f8e26572-49b2-4200-ad51-0dccf7026f8f
0,b7c5946d-c328-4042-998c-3c5483c88060
0,913c092e-9ae8-49d4-b8d0-7041ee7dbd32
0,c35b1da0-172f-44eb-8406-d4f9f56ddc59
0,840642f7-d111-4fff-9464-68f747794239
1,137ce940-0ec8-4851-9017-c70cea8366e0
0,36fe2f33-8cdb-476d-8065-cc6b75d3353b
0,36330bf7-03b5-4ac1-b0dc-41f7140d5bf3
0,d80452a7-d128-433b-a95f-1df102bf274b
0,dd2decd0-9d29-471b-9e0c-577f5c993b6b
0,f77955d0-da6a-4b99-9eef-52d0cd9f37fa
1,4fb1ecf6-c3c2-48e8-994f-3442029c27a2
0,092c76bf-d55d-43c6-8ad6-3169f1a490ca
0,593e9763-ca80-44aa-8484-9cbbb601f335
0,06512cc2-5234-4632-b11b-29dbd801f7ee
0,ee306cff-c23c-402b-b27b-83418bcac702
0,08e52c30-59e5-4e43-b5d4-7adad11b4421
1,09d5ccea-8f31-4a6a-b3d6-81b5ce9492e0
0,69216fdc-9915-44dd-b2a8-af09427e7a2f
0,02d46d08-ed85-435e-8b4a-54eaf484925d
1,26b12301-96b8-4701-aa1c-9447723e4e75
1,c43ca34e-7293-4422-9f8e-39120cd82198
0,10487068-8545-4e18-b25e-ad22cf06ecf0
1,57919a64-d615-4356-bedc-727151c68926
0,84d3584e-82aa-4622-85b0-d0a026569d4e
0,56efab92-c18f-4873-ae2a-3325b6f2274f
0,4bc64228-b778-47d5-a0c1-68469a948ab9
0,db51996d-6007-4dc2-a22c-38a83230b5a8
0,facfb7d5-ea9b-4d0f-a8c3-e60ac72a46fe
0,77d05b4e-4a35-4e3d-a789-c868b8d3a55d
0,b827987c-07b7-4892-91bb-04b0c86b7f0c
0,61503e35-6c48-4d3d-928b-197c1791d507
0,5c1c19a8-f008-42c7-b574-ac84ad187fee
0,f1765f0a-52b9-461e-9e0d-e6135be9f1d7
1,39bcf25c-5b9b-4289-89fc-0f85178d2be3
0,e21b6ed7-8a15-4f07-99ca-af652ee1950d
0,c50da441-1e3b-487b-8102-86e94a12e5bc
0,ac578b72-d5f5-41e9-af11-1a65f283a86f
1,672236de-2a23-4968-8e3c-15b06ed00de0
0,df67d686-54ef-41e7-9716-d2c6a806f982
1,dc7774a8-e37b-4cf2-a55f-fd8f772fb171
0,9f94a688-0d12-46b9-8d78-cbac6961e422
0,1869d9c4-bffe-4122-9a86-aef727c6d4b5
0,5cb715ec-1f6d-4264-9ce2-d223c91c6569
1,9678fe36-1178-4f82-9056-d95b6cee5af8
0,a830b2f9-3eab-4ac6-9260-57039a62fc7a
0,d68a5bff-3271-440a-8c2e-529b7febe53e
0,ef971994-a777-4295-8ac7-09458a821467
0,b44a4118-03b6-4aff-884d-60ee90fea189
1,968c127e-4875-4578-b518-f5f56e7e86e0
1,c3ffcce7-9421-4cb1-8110-031e460ed236
1,f7c76653-7f05-4343-b946-5a000d6b81d1
0,b1c451df-4144-464b-93d1-070a0375855d
0,e4cfacc9-00c6-4be9-aac5-fc3cc9022054
1,46b980b5-1f72-4e94-afc0-7b68ccc7975f
0,aaba7c86-1132-4002-9f46-19be5108c538
0,c2d52101-6720-4dd7-9edb-f2987b6d68ce
0,394209a2-ed38-4d08-8d2a-2f1b18bd3912
0,9c6d338c-a28b-4e06-aeb6-856a24f2766a
0,d507a7b7-6e36-4106-ae68-bed09ad26b00
0,ead7ddca-d557-4297-9af0-0b045c35a839
0,541ff29b-f827-42b0-948f-8290f5a36bb9
0,8a52835e-3565-4b6b-bf85-6c6b61766149
0,9f7b20a6-42d3-4304-8f28-1d572c9edab2
0,a01bc837-457f-4eac-b12c-e6bb03cbf972
0,3183b5f4-3ca0-42c4-95f7-0cfd3ffc8918
1,ed639538-6e1b-40e4-972a-bba6960cd47e
0,563ed068-cb95-4867-b378-64672300272f
0,e5fe3856-dead-4c6f-99b6-ac34265487ea
0,ba6209b1-9024-4428-abb4-f9747e2ab255
0,d0f77e51-9106-434f-b7d3-98976d799a85
0,d56d4b54-89a7-405c-bac0-22e775dce797
1,d9d49d3a-4257-41e8-acc8-e5a3f7ba6b8c
0,c0d267c9-4cac-41f7-9a8b-939281dcc6f0
1,2c236767-5c3e-4e7a-8b0a-45fc6f9d4f2d
0,b4e9f0b6-30bc-43b4-90a6-21c81fb8f39d
1,a2a3bf9d-82e8-451c-b3d1-ce8e8c976fb8
0,d487fe56-f058-457d-b291-02622d7b3691
0,60c89a27-df9a-4fbb-bc74-a1c9a53dbf71
1,39b0f057-5363-4086-bfd6-3e51fc96dc50
1,2728d3be-9d70-4f72-ab1f-7aeeeacea9ef
0,feb73e4d-2e06-4315-b022-3788a32fae7a
0,d3b9b8e8-a223-4d7e-b1c5-abb317ac3150
1,3677d7ce-f49d-435c-9c68-89f11cf22d11
0,0752ce9d-5eec-45b2-a922-ff7c289e65a1
0,5d7229d4-a958-4b4e-bcfd-f69ac856a56f
0,3aa17f6c-b833-405a-9503-ba88ed7fc314
0,be75e9f0-b4d5-4f9d-84cc-3f2dd63bdde6
1,cd9846a4-10e8-4d48-b77e-f7665ab55c9c
0,75710848-8b0f-441d-a759-0ee42c3f352a
0,73e9e317-1835-42dc-91d8-d7f4478d66a4
1,3927a00b-9498-46ce-a9c8-2c178d7689f5
0,49159dfb-3173-426c-9b60-22216ab9d9c5
1,c1c43e18-f1aa-4982-b900-a9812e1d962a
0,0a6ba371-8e92-4d88-88d7-c8ddae0c9a10
0,a7f4258f-30a9-4a85-a0a9-dc6974f6cb03
1,f96e13e9-eff1-4364-83a0-1ea432d3fd04
0,754e6d6b-5ddb-4baa-a567-b3ffe1fb4b7d
0,58d13d6e-a443-42af-9182-2b37963e6731
1,1f9a12d0-4848-41b8-ab2d-a7189ed5fcf3
0,81964029-028c-4a5e-9b30-bc75579bfa0b
0,9189b5fa-c835-418e-8966-5fe1d7e49394
1,8bcbb2a0-975c-418b-9172-e111a1bf2d10
0,b8ffb7d0-f6f9-44b2-8898-5616f70bcf67
0,80295d5a-d721-41b5-8987-d6332eed4196
0,cf820c90-5de1-4144-a84a-46b4a94052bd
1,b4c4c6fd-3ea1-433d-b4fe-7305f013f78a
0,d4f00a7b-78fb-482e-a25a-98cd399014e7
0,55bde6a2-16e9-4f3d-9b22-80a9a32c37ee
0,4b6d59aa-f34e-4557-8d5e-265787f8c6e4
1,5b6a7fb6-9c87-498e-b638-997eed62efe0
1,178e39cb-78ab-4ccb-bed5-20c3717bb677
0,161efb86-50cb-40a0-8371-5666844f5c64
0,b7b6ff46-682b-41fb-9fff-19f4d35fa66f
0,5f94c8da-2702-4f45-82b2-0c855869a18d
1,d1b4c6d4-bfa1-4c9f-9af5-100e54f318c9
0,1ed8e168-a857-442d-9ecd-501d4555eb87
1,138d9784-ac02-4e4b-93cb-ab65f5708cd3
0,596ccbc9-c597-426f-9b8d-6678ef093d9c
0,20719d2e-71b9-49ba-b066-f8c8fa02a8ef
0,cca4ab98-7b85-42ba-894b-38a56c21dedb
1,5b34f6ac-f5ea-4da7-825b-18fc3b6656bc
0,28fe29cc-0ab3-40ec-a1a9-b83b9cb26f3c
0,8d155ae8-ede5-410a-ae3c-7726f2efd81d
0,746ec011-acec-4f81-82a5-285a2208588a
0,7c2e7004-956b-4f55-a01e-a34393257eec
1,7ac99607-205f-417e-bd1b-6295f35dc3da
1,21375a29-177a-43a7-ad75-f23340454c16
0,fff10f7b-f1e4-4614-99de-a6d9f1cd0108
1,cfb4e15a-eb29-4c95-8aca-77bb75dde5cd
0,87b9b2dc-50d4-43a7-bb81-f992c1840d57
0,20dd2614-5530-4244-a6ec-686a48cacdd6
0,072b3dcb-eef1-4f08-8ade-70df6e3025d1
0,0545444b-dc86-4b79-9ac5-3a8bc1d03350
0,c0b162c2-ac94-45ae-8028-c19a3652955b
0,a204f064-b2b4-4bad-bbca-5b29a0f67e6f
0,d81615b3-c753-4b7b-a05f-31705aa9076c
0,348c428b-67c2-4a89-a632-d61e5ed251ec
1,d8dc8574-97a9-463b-9886-f2bc7cacd8a9
0,976f9d2d-2868-47d0-9964-790e4c15519c
0,a506b2d3-2e2b-4dc5-8af2-7b3866ec75f4
1,31d985fc-78c1-497a-9b9a-bbc1c60a7e0e
0,6b553693-9ddd-48d7-929b-6407141d307c
1,486b3eed-72fa-4a18-818c-f4bfc64bfbb9
0,448a74b8-2b9f-4c05-8b63-60de3bcef348
0,d406eb82-1e72-4e58-a675-4cc7c1a6f832
0,850e487b-42c1-40c9-9d5d-51ae4af319ac
0,d3bb039f-235f-48a0-9c95-ad4d41ca1fcc
0,49342189-2010-415e-8588-4281be897dfa
0,9c63f14e-7274-46dc-a7dd-73313ae0f2a3
0,3d55141f-1d25-4b0e-8479-f74a1470c183
0,4c00db79-0a52-408a-88f1-7662b36af5d5
0,e160bee2-db33-49c7-86b9-c84fc2868f9c
0,2be9e44b-d7b1-45ee-9d66-068e87c2633a
1,c52f4306-003a-4102-8838-ab8f1347005d
0,561e4a13-7ba7-4bb1-b1db-1bb51197e486
0,b3608da1-8dc7-4486-bd71-0e9388f6d26d
0,985bca5a-2da5-4d9f-b3f7-c7d908f9f4de
0,bdafc526-5ad0-454d-a1b0-bf6e2dcf15a9
0,eff45a87-04b4-4022-9710-36537b77de6b
1,886168ce-9281-46b2-b900-cfefae6a825d
0,08aa3aaa-64d4-4842-80d1-b749e3b657a8
0,01e31ca2-870f-4a57-b08e-62301d16c9da
0,6cb03116-5525-420d-bcea-d5c88069b9c2
0,a6fdbd48-84cf-48d0-b4b9-7f766875351d
0,b0bc0b0c-40af-42ef-9dd3-fb56db457c07
